4.410371108,3.04594999,2.70404218,2.038619547,2.678278043
4.423648309,3.043569603,2.744060639,2.116255515,2.712706013
4.422448549,3.030616675,2.715356776,2.034705648,2.61958322
4.393213824,3.021887231,2.685804592,1.944480556,2.616665639
4.460144414,3.065724645,2.77695418,2.143589362,2.764430535
4.405498991,3.046425388,2.705379973,2.060513532,2.661657162
4.414009681,3.061520014,2.758743315,2.117459609,2.72392355
4.468204331,3.100992784,2.731766728,2.026831591,2.698673039
4.435567402,3.087399462,2.68716699,1.888583654,2.530517161
4.48863637,3.099190982,2.889260029,2.246014742,2.85819286
4.258445573,2.931193752,2.393339456,1.652497402,2.182674796
4.287715955,2.934388643,2.421256623,1.665818246,2.257587727
4.300002799,2.929592471,2.446685437,1.667706821,2.294552921
4.290459441,2.932259851,2.433613355,1.658228077,2.248128907
4.291828367,2.950734908,2.481567749,1.722766598,2.323367632
4.316153891,2.947591898,2.509599262,1.706564623,2.321406847
4.287715955,2.934920134,2.456164181,1.660131027,2.298577072
4.284964922,2.931726944,2.4176979,1.662030363,2.263844265
4.228292535,2.876385516,2.32825284,1.477048724,2.100468909
4.275276265,2.91993056,2.412335957,1.660131027,2.257587727
4.280824129,2.944965157,2.422144328,1.642872689,2.286455711
4.232656178,2.887032857,2.368372834,1.572773928,2.16676537
4.254193263,2.924236272,2.370243741,1.530394705,2.190535589
4.293195421,2.946016681,2.446685437,1.680827909,2.294552921
4.271095074,2.90690106,2.419478844,1.667706821,2.23644529
4.210645018,2.846652051,2.430098413,1.605429891,2.215937286
4.189654742,2.844909384,2.391511302,1.568615918,2.201659174
4.169761202,2.840247371,2.12704052,1.278152203,1.884034745
4.162003211,2.847232265,2.116255515,1.272565596,1.884034745
4.158883083,2.844327819,2.119863456,1.249901736,1.877937165
4.180522258,2.84549061,2.158714723,1.266947603,1.916922612
4.17438727,2.791165108,2.140066163,1.184789985,1.887069649
4.169761202,2.79971739,2.065596135,1.211940974,1.882513832
4.162003211,2.840831312,2.143589362,1.264126727,1.865629318
4.154184563,2.819591576,2.138889,1.244154594,1.87946505
4.158883083,2.831447079,2.101692151,1.217875709,1.86872051
4.163559631,2.826129489,2.115049969,1.272565596,1.882513832
4.149463861,2.834389123,2.091864062,1.16938136,1.887069649
4.15575319,2.837908188,2.09679018,1.220829921,1.867176109
4.158883083,2.834976495,2.102913898,1.217875709,1.873339456
4.160444364,2.832624936,2.118662255,1.241268589,1.882513832
4.151039906,2.851861903,2.075684493,1.178654996,1.824549292
4.197201948,2.846071499,2.197224577,1.264126727,1.971299383
4.169761202,2.819591576,2.150598736,1.291983682,1.924248652
4.166665224,2.836736542,2.084429083,1.252762968,1.876406943
4.171305603,2.824350657,2.048982334,1.229640551,1.865629318
4.080921542,2.742773637,2.051556338,1.137833002,1.752672081
4.091005661,2.754297452,2.081938422,1.187843422,1.83736998
4.252771799,2.923699071,2.224623552,1.439835128,1.971299383
4.290459441,2.978586115,2.291524146,1.504077397,2.038619547
4.149463861,2.795450391,2.20386912,1.178654996,1.826160896
4.149463861,2.843163675,2.234306252,1.32175584,1.921324674
4.289088639,2.932259851,2.346601978,1.32972401,1.927164106
4.309455942,2.958030406,2.409644165,1.406096988,2.004179057
4.271095074,2.93385687,2.59450816,1.465567542,2.050270164
4.262679877,2.923161581,2.553343811,1.474763009,2.066862759
4.283586562,2.862200881,2.566486637,1.391281903,2.050270164
4.241326753,2.889260029,2.566486637,1.446918983,2.043814364
4.282206299,2.951257783,2.644755351,1.532556868,2.089391873
4.287715955,2.950211758,2.676215478,1.483874689,2.066862759
4.287715955,2.953346557,2.672077541,1.497388409,2.059238834
4.258445573,2.908539062,2.540025949,1.327075001,1.981001469
4.273884476,2.928523524,2.576421759,1.406096988,2.02287119
4.276666119,2.943912525,2.664446564,1.470175845,2.09679018
4.287715955,2.947591898,2.643333886,1.501852702,2.066862759
4.297285406,2.96217549,2.701361213,1.593308531,2.162172939
4.283586562,2.959068289,2.658159431,1.508511994,2.088153482
4.385769621,2.998727783,2.710048204,1.830980182,2.460443178
4.375757022,2.97603964,2.664446564,1.819698838,2.420368129
4.352855257,3.028683374,2.643333886,1.740466175,2.281361457
4.364371699,3.007166651,2.683074215,1.997417706,2.630448955
4.38949865,3.034952987,2.708716646,2.043814364,2.683757509
4.387014176,3.020912572,2.68988623,1.981001469,2.587011873
4.380775853,3.019936962,2.651832521,1.969905655,2.59450816
4.416428061,3.050220459,2.760642651,2.142416341,2.744703519
4.360547603,3.034472102,2.68988623,2.012232792,2.618854622
4.390738575,3.015044585,2.735016649,2.061786606,2.670002133
4.433194921,3.025291076,2.76757618,2.066862759,2.663749942
4.383275854,3.061520014,2.693951277,1.800058272,2.477378383
4.465908119,3.056356895,2.853592506,2.219203484,2.824350657
4.248495242,2.904712875,2.422144328,1.662030363,2.255493485
4.244200318,2.903068589,2.3896798,1.635105659,2.202764758
4.259859001,2.910174385,2.406945108,1.593308531,2.225704049
4.261270434,2.927988621,2.463853241,1.702928256,2.282382386
4.222444565,2.902519892,2.39059597,1.504077397,2.182674796
4.25561271,2.899221373,2.438862711,1.625311262,2.250238613
4.238444906,2.892591515,2.410542234,1.601405741,2.215937286
4.188138442,2.833801406,2.310553263,1.460937904,2.076938411
4.241326753,2.891482252,2.398803951,1.633154439,2.238579763
4.234106505,2.896464272,2.401525041,1.637053079,2.223541886
4.228292535,2.878636502,2.38416508,1.615419984,2.179286877
4.259859001,2.922623802,2.423917378,1.662030363,2.313525033
4.248495242,2.856470206,2.409644165,1.654411278,2.211565695
4.168214411,2.824943953,2.412335957,1.58514522,2.212660385
4.147885329,2.800325477,2.375835555,1.501852702,2.149433913
4.131961426,2.802754137,2.1102132,1.266947603,1.827769907
4.123903364,2.797281335,2.083184528,1.302912752,1.83736998
4.128745989,2.814809738,2.095560924,1.247032294,1.835776355
4.130355,2.812410216,2.130609828,1.184789985,1.819698838
4.115779843,2.762538386,2.070653036,1.214912744,1.835776355
4.128745989,2.813010637,2.124653885,1.235471471,1.822935087
4.117409835,2.799108932,2.086913557,1.217875709,1.83736998
4.119037175,2.803360381,2.089391873,1.220829921,1.83736998
4.120661871,2.801540544,2.101692151,1.220829921,1.854734268
4.130355,2.817203515,2.116255515,1.211940974,1.846878768
4.123903364,2.791165108,2.09679018,1.153731588,1.842135677
4.123903364,2.801540544,2.112634509,1.249901736,1.857859271
4.127134385,2.846071499,1.95586048,1.193922468,1.800058272
4.146304301,2.820187701,2.179286877,1.229640551,1.945910149
4.136765278,2.809402695,2.128231706,1.272565596,1.885553349
4.122283931,2.812410216,2.066862759,1.232560261,1.853168097
4.138361448,2.811809435,2.045108863,1.202972304,1.818076778
4.044804117,2.717340248,2.038619547,1.088561953,1.72455072
4.072439727,2.733717948,2.055404964,1.160020917,1.8017098
4.229749199,2.939161922,2.212660385,1.446918983,1.95586048
4.259859001,2.949164638,2.274185618,1.477048724,2.000127735
4.115779843,2.766947842,2.192770227,1.156881197,1.791759469
4.135166557,2.840247371,2.215937286,1.32972401,1.876406943
4.249922794,2.892037037,2.337952237,1.291983682,1.896119485
4.266896327,2.92905814,2.387844937,1.383791231,1.967112357
4.238444906,2.906354462,2.57261223,1.437462648,2.000127735
4.226833745,2.903068589,2.537657215,1.327075001,2.024193067
4.213607983,2.87807423,2.513656063,1.391281903,2.004179057
4.248495242,2.913437031,2.622492313,1.490654376,2.038619547
4.254193263,2.930660277,2.663749942,1.442201993,2.03077637
4.248495242,2.916689066,2.668616132,1.451613827,2.026831591
4.213607983,2.890927159,2.489894191,1.337629189,1.909542505
4.231203745,2.882003508,2.578700529,1.437462648,2.002830439
4.257030144,2.917230045,2.623943692,1.474763009,2.005525859
4.247065649,2.926917958,2.613006652,1.437462648,1.976854953
4.25561271,2.921547375,2.672077541,1.547562509,2.128231706
4.235554731,2.917770732,2.623218266,1.472472057,2.008214032
4.342505877,2.966818263,2.677590994,1.786746927,2.397895273
4.335982696,2.954910279,2.622492313,1.761300262,2.373975089
4.309455942,2.996731774,2.616665639,1.693779061,2.246014742
